,values,CDF
6852,24,1
6853,24,1
6854,27,1
6855,34,1
6856,13,1
6857,8,1
6858,19,1
6859,32,1
6860,31,1
6861,42,1
6862,27,1
6863,0,0.5
6864,34,1
6865,18,1
6866,28,1
6867,18,1
6868,31,1
6869,27,1
6870,41,1
6871,44,1
6872,17,1
6873,22,1
6874,22,1
6875,35,1
6876,29,1
6877,45,1
6878,27,1
6879,29,1
6880,16,1
6881,1,0.841344746
6882,23,1
6883,5,0.999999713
6884,20,1
6885,22,1
6886,30,1
6887,26,1
6888,25,1
6889,32,1
6890,10,1
6891,29,1
6892,34,1
6893,18,1
6894,24,1
6895,33,1
6896,42,1
6897,11,1
6898,28,1
6899,32,1
6900,4,0.999968329
6901,10,1
6902,0,0.5
6903,32,1
6904,28,1
6905,23,1
6906,4,0.999968329
6907,43,1
6908,25,1
6909,17,1
6910,5,0.999999713
6911,29,1
6912,25,1
6913,31,1
6914,23,1
6915,8,1
6916,34,1
6917,47,1
6918,22,1
6919,10,1
6920,44,1
6921,22,1
6922,7,1
6923,20,1
6924,29,1
6925,24,1
6926,26,1
6927,14,1
6928,17,1
6929,21,1
6930,10,1
6931,29,1
6932,4,0.999968329
6933,16,1
6934,26,1
6935,5,0.999999713
6936,5,0.999999713
6937,32,1
6938,23,1
6939,41,1
6940,25,1
6941,19,1
6942,21,1
6943,0,0.5
6944,44,1
6945,14,1
6946,27,1
6947,21,1
6948,13,1
6949,30,1
6950,18,1
6951,28,1
6952,17,1
6953,22,1
6954,30,1
6955,30,1
6956,23,1
6957,25,1
6958,10,1
6959,25,1
6960,41,1
6961,21,1
6962,48,1
6963,31,1
6964,32,1
6965,0,0.5
6966,17,1
6967,0,0.5
6968,31,1
6969,29,1
6970,19,1
6971,28,1
6972,0,0.5
6973,41,1
6974,28,1
6975,19,1
6976,7,1
6977,25,1
6978,34,1
6979,40,1
6980,39,1
6981,17,1
6982,45,1
6983,33,1
6984,28,1
6985,27,1
6986,0,0.5
6987,24,1
6988,25,1
6989,30,1
6990,22,1
6991,35,1
6992,7,1
6993,19,1
6994,0,0.5
6995,7,1
6996,15,1
6997,37,1
6998,16,1
6999,36,1
7000,29,1
7001,9,1
7002,28,1
7003,13,1
7004,33,1
7005,45,1
7006,28,1
7007,33,1
7008,35,1
7009,27,1
7010,22,1
7011,34,1
7012,38,1
7013,15,1
7014,29,1
7015,15,1
7016,33,1
7017,13,1
7018,27,1
7019,39,1
7020,16,1
7021,12,1
7022,13,1
7023,42,1
7024,18,1
7025,8,1
7026,15,1
7027,23,1
7028,19,1
7029,27,1
7030,21,1
7031,10,1
7032,20,1
7033,19,1
7034,11,1
7035,21,1
7036,20,1
7037,14,1
7038,20,1
7039,47,1
7040,41,1
7041,36,1
7042,33,1
7043,26,1
7044,34,1
7045,19,1
7046,18,1
7047,22,1
7048,3,0.998650102
7049,38,1
7050,0,0.5
7051,3,0.998650102
7052,35,1
7053,24,1
7054,11,1
7055,36,1
7056,13,1
7057,25,1
7058,48,1
7059,19,1
7060,21,1
7061,23,1
7062,7,1
7063,34,1
7064,23,1
7065,53,1
7066,0,0.5
7067,40,1
7068,29,1
7069,26,1
7070,29,1
7071,17,1
7072,29,1
7073,15,1
7074,24,1
7075,21,1
7076,30,1
7077,26,1
7078,20,1
7079,26,1
7080,23,1
7081,43,1
7082,26,1
7083,15,1
7084,25,1
7085,28,1
7086,18,1
7087,7,1
7088,22,1
7089,0,0.5
7090,27,1
7091,25,1
7092,10,1
7093,32,1
7094,15,1
7095,28,1
7096,31,1
7097,33,1
7098,21,1
7099,30,1
7100,35,1
7101,36,1
7102,15,1
7103,29,1
7104,14,1
7105,30,1
7106,24,1
7107,34,1
7108,20,1
7109,16,1
7110,18,1
7111,25,1
7112,18,1
7113,21,1
7114,8,1
7115,34,1
7116,24,1
7117,29,1
7118,7,1
7119,12,1
7120,16,1
7121,23,1
7122,23,1
7123,25,1
7124,15,1
7125,22,1
7126,40,1
7127,16,1
7128,15,1
7129,24,1
7130,12,1
7131,11,1
7132,7,1
7133,7,1
7134,0,0.5
7135,21,1
7136,18,1
7137,31,1
7138,22,1
7139,23,1
7140,19,1
7141,6,0.999999999
7142,20,1
7143,33,1
7144,10,1
7145,21,1
7146,17,1
7147,15,1
7148,26,1
7149,21,1
7150,19,1
7151,17,1
7152,20,1
7153,34,1
7154,5,0.999999713
7155,30,1
7156,16,1
7157,44,1
7158,36,1
7159,17,1
7160,23,1
7161,40,1
7162,13,1
7163,23,1
7164,28,1
7165,25,1
7166,4,0.999968329
7167,24,1
7168,19,1
7169,34,1
7170,22,1
7171,34,1
7172,13,1
7173,32,1
7174,34,1
7175,14,1
7176,18,1
7177,16,1
7178,34,1
7179,27,1
7180,35,1
7181,31,1
7182,31,1
7183,40,1
7184,11,1
7185,19,1
7186,25,1
7187,21,1
7188,0,0.5
7189,14,1
7190,15,1
7191,29,1
7192,31,1
7193,46,1
7194,37,1
7195,11,1
7196,30,1
7197,20,1
7198,40,1
7199,23,1
7200,24,1
7201,32,1
7202,21,1
7203,29,1
7204,9,1
7205,0,0.5
7206,29,1
7207,10,1
7208,17,1
7209,14,1
7210,38,1
7211,19,1
7212,30,1
7213,23,1
7214,34,1
7215,23,1
7216,25,1
7217,26,1
7218,6,0.999999999
7219,25,1
7220,27,1
7221,30,1
7222,32,1
7223,16,1
7224,17,1
7225,14,1
7226,25,1
7227,19,1
7228,46,1
7229,17,1
7230,40,1
7231,27,1
7232,34,1
7233,28,1
7234,12,1
7235,27,1
7236,9,1
7237,18,1
7238,24,1
7239,38,1
7240,22,1
7241,22,1
7242,22,1
7243,23,1
7244,24,1
7245,0,0.5
7246,35,1
7247,43,1
7248,23,1
7249,19,1
7250,29,1
7251,30,1
7252,20,1
7253,20,1
7254,23,1
7255,22,1
7256,43,1
7257,16,1
7258,43,1
7259,19,1
7260,31,1
7261,23,1
7262,32,1
7263,28,1
7264,25,1
7265,16,1
7266,29,1
7267,42,1
7268,22,1
7269,21,1
7270,9,1
7271,18,1
7272,28,1
7273,24,1
7274,27,1
7275,9,1
7276,24,1
7277,47,1
7278,17,1
7279,11,1
7280,19,1
7281,12,1
7282,0,0.5
7283,11,1
7284,31,1
7285,8,1
7286,36,1
7287,32,1
7288,25,1
7289,22,1
7290,28,1
7291,19,1
7292,17,1
7293,22,1
7294,37,1
7295,16,1
7296,28,1
7297,24,1
7298,22,1
7299,21,1
7300,15,1
7301,17,1
7302,38,1
7303,32,1
7304,21,1
7305,9,1
7306,33,1
7307,24,1
7308,41,1
7309,27,1
7310,24,1
7311,45,1
7312,14,1
7313,22,1
7314,37,1
7315,9,1
7316,37,1
7317,12,1
7318,17,1
7319,36,1
7320,31,1
7321,17,1
7322,27,1
7323,19,1
7324,23,1
7325,5,0.999999713
7326,14,1
7327,28,1
7328,16,1
7329,43,1
7330,27,1
7331,15,1
7332,14,1
7333,19,1
7334,28,1
7335,28,1
7336,8,1
7337,3,0.998650102
7338,5,0.999999713
7339,29,1
7340,22,1
7341,24,1
7342,24,1
7343,33,1
7344,20,1
7345,26,1
7346,20,1
7347,31,1
7348,17,1
7349,35,1
7350,21,1
7351,54,1
7352,29,1
7353,15,1
7354,17,1
7355,17,1
7356,35,1
7357,23,1
7358,24,1
7359,11,1
7360,23,1
7361,7,1
7362,24,1
7363,37,1
7364,11,1
7365,8,1
7366,28,1
7367,0,0.5
7368,26,1
7369,48,1
7370,7,1
7371,10,1
7372,20,1
7373,24,1
7374,32,1
7375,14,1
7376,21,1
7377,43,1
7378,16,1
7379,11,1
7380,27,1
7381,27,1
7382,18,1
7383,27,1
7384,25,1
7385,24,1
7386,9,1
7387,20,1
7388,22,1
7389,14,1
7390,8,1
7391,4,0.999968329
7392,26,1
7393,40,1
7394,37,1
7395,30,1
7396,14,1
7397,28,1
7398,27,1
7399,38,1
7400,17,1
7401,15,1
7402,39,1
7403,33,1
7404,21,1
7405,21,1
7406,34,1
7407,20,1
7408,27,1
7409,24,1
7410,31,1
7411,25,1
7412,19,1
7413,26,1
7414,9,1
7415,33,1
7416,19,1
7417,5,0.999999713
7418,24,1
7419,43,1
7420,26,1
7421,15,1
7422,15,1
7423,35,1
7424,28,1
7425,23,1
7426,35,1
7427,2,0.977249868
7428,35,1
7429,6,0.999999999
7430,18,1
7431,59,1
7432,25,1
7433,14,1
7434,15,1
7435,22,1
7436,24,1
7437,1,0.841344746
7438,34,1
7439,18,1
7440,32,1
7441,42,1
7442,18,1
7443,28,1
7444,49,1
7445,18,1
7446,23,1
7447,35,1
7448,14,1
7449,38,1
7450,31,1
7451,29,1
7452,27,1
7453,35,1
7454,36,1
7455,21,1
7456,1,0.841344746
7457,35,1
7458,47,1
7459,25,1
7460,27,1
7461,28,1
7462,25,1
7463,8,1
7464,44,1
7465,0,0.5
7466,37,1
7467,16,1
7468,12,1
7469,20,1
7470,13,1
7471,28,1
7472,43,1
7473,31,1
7474,46,1
7475,20,1
7476,30,1
7477,32,1
7478,19,1
7479,8,1
7480,24,1
7481,13,1
7482,11,1
7483,23,1
7484,32,1
7485,16,1
7486,34,1
7487,17,1
7488,28,1
7489,24,1
7490,12,1
7491,4,0.999968329
7492,17,1
7493,29,1
7494,56,1
7495,25,1
7496,23,1
7497,30,1
7498,24,1
7499,7,1
7500,21,1
7501,20,1
7502,7,1
7503,0,0.5
7504,19,1
7505,15,1
7506,29,1
7507,47,1
7508,16,1
7509,22,1
7510,36,1
7511,18,1
7512,8,1
7513,18,1
7514,22,1
7515,0,0.5
7516,36,1
7517,29,1
7518,37,1
7519,22,1
7520,21,1
7521,16,1
7522,30,1
7523,19,1
7524,27,1
7525,22,1
7526,3,0.998650102
7527,22,1
7528,0,0.5
7529,10,1
7530,34,1
7531,51,1
7532,15,1
7533,25,1
7534,1,0.841344746
7535,45,1
7536,27,1
7537,35,1
7538,26,1
7539,40,1
7540,25,1
7541,15,1
7542,40,1
7543,23,1
7544,15,1
7545,30,1
7546,33,1
7547,34,1
7548,37,1
7549,11,1
7550,20,1
7551,36,1
7552,25,1
7553,10,1
7554,27,1
7555,17,1
7556,23,1
7557,18,1
7558,7,1
7559,10,1
7560,14,1
7561,39,1
7562,15,1
7563,33,1
7564,9,1
7565,46,1
7566,26,1
7567,18,1
7568,31,1
7569,21,1
7570,17,1
7571,17,1
7572,5,0.999999713
7573,31,1
7574,29,1
7575,32,1
7576,35,1
7577,24,1
7578,9,1
7579,39,1
7580,24,1
7581,19,1
7582,35,1
7583,21,1
7584,34,1
7585,9,1
7586,19,1
7587,16,1
7588,38,1
7589,55,1
7590,24,1
7591,19,1
7592,22,1
7593,10,1
7594,24,1
7595,30,1
7596,41,1
7597,30,1
7598,25,1
7599,26,1
7600,32,1
7601,12,1
7602,25,1
7603,24,1
7604,21,1
7605,5,0.999999713
7606,24,1
7607,14,1
7608,11,1
7609,29,1
7610,32,1
7611,24,1
7612,35,1
7613,27,1
7614,8,1
7615,0,0.5
7616,0,0.5
7617,19,1
7618,41,1
7619,22,1
7620,12,1
7621,21,1
7622,35,1
7623,13,1
7624,41,1
7625,39,1
7626,32,1
7627,22,1
7628,15,1
7629,19,1
7630,19,1
7631,19,1
7632,32,1
7633,0,0.5
7634,36,1
7635,16,1
7636,15,1
7637,43,1
7638,32,1
7639,13,1
7640,36,1
7641,21,1
7642,40,1
7643,18,1
7644,38,1
7645,19,1
7646,3,0.998650102
7647,23,1
7648,19,1
7649,22,1
7650,21,1
7651,14,1
7652,39,1
7653,22,1
7654,33,1
7655,15,1
7656,4,0.999968329
7657,34,1
7658,25,1
7659,30,1
7660,12,1
7661,23,1
7662,14,1
7663,43,1
7664,37,1
7665,30,1
7666,25,1
7667,36,1
7668,45,1
7669,7,1
7670,31,1
7671,20,1
7672,16,1
7673,37,1
7674,34,1
7675,31,1
7676,34,1
7677,31,1
7678,22,1
7679,4,0.999968329
7680,15,1
7681,26,1
7682,31,1
7683,22,1
7684,27,1
7685,41,1
7686,25,1
7687,14,1
7688,0,0.5
7689,22,1
7690,13,1
7691,8,1
7692,18,1
7693,34,1
7694,22,1
7695,26,1
7696,46,1
7697,22,1
7698,33,1
7699,25,1
7700,26,1
7701,6,0.999999999
7702,37,1
7703,4,0.999968329
7704,17,1
7705,42,1
7706,17,1
7707,22,1
7708,10,1
7709,32,1
7710,33,1
7711,24,1
7712,50,1
7713,18,1
7714,38,1
7715,2,0.977249868
7716,2,0.977249868
7717,18,1
7718,27,1
7719,26,1
7720,16,1
7721,29,1
7722,14,1
7723,17,1
7724,0,0.5
7725,27,1
7726,0,0.5
7727,18,1
7728,26,1
7729,27,1
7730,30,1
7731,22,1
7732,34,1
7733,13,1
7734,22,1
7735,10,1
7736,36,1
7737,41,1
7738,28,1
7739,20,1
7740,22,1
7741,16,1
7742,11,1
7743,21,1
7744,26,1
7745,32,1
7746,6,0.999999999
7747,5,0.999999713
7748,24,1
7749,42,1
7750,20,1
7751,29,1
7752,32,1
7753,42,1
7754,12,1
7755,21,1
7756,39,1
7757,35,1
7758,20,1
7759,28,1
7760,2,0.977249868
7761,6,0.999999999
7762,30,1
7763,0,0.5
7764,16,1
7765,27,1
7766,18,1
7767,29,1
7768,27,1
7769,31,1
7770,24,1
7771,34,1
7772,31,1
7773,17,1
7774,18,1
7775,25,1
7776,3,0.998650102
7777,2,0.977249868
7778,23,1
7779,20,1
7780,20,1
7781,28,1
7782,27,1
7783,24,1
7784,22,1
7785,8,1
7786,30,1
7787,12,1
7788,10,1
7789,23,1
7790,29,1
7791,0,0.5
7792,29,1
7793,44,1
7794,17,1
7795,22,1
7796,21,1
7797,17,1
7798,22,1
7799,14,1
7800,26,1
7801,36,1
7802,28,1
7803,42,1
7804,25,1
7805,35,1
7806,37,1
7807,20,1
7808,31,1
7809,44,1
7810,17,1
7811,32,1
7812,14,1
7813,24,1
7814,29,1
7815,44,1
7816,9,1
7817,37,1
7818,3,0.998650102
7819,18,1
7820,26,1
7821,26,1
7822,23,1
7823,37,1
7824,5,0.999999713
7825,29,1
7826,22,1
7827,41,1
7828,25,1
7829,32,1
7830,20,1
7831,15,1
7832,15,1
7833,7,1
7834,13,1
7835,29,1
7836,23,1
7837,17,1
7838,33,1
7839,17,1
7840,17,1
7841,37,1
7842,13,1
7843,25,1
7844,31,1
7845,22,1
7846,6,0.999999999
7847,28,1
7848,34,1
7849,27,1
7850,27,1
7851,11,1
7852,25,1
7853,53,1
7854,38,1
7855,21,1
7856,17,1
7857,46,1
7858,26,1
7859,19,1
7860,11,1
7861,50,1
7862,23,1
7863,35,1
7864,3,0.998650102
7865,25,1
7866,10,1
7867,12,1
7868,23,1
7869,50,1
7870,26,1
7871,27,1
7872,21,1
7873,39,1
7874,19,1
7875,17,1
7876,33,1
7877,13,1
7878,11,1
7879,27,1
7880,39,1
7881,23,1
7882,16,1
7883,35,1
7884,1,0.841344746
7885,22,1
7886,25,1
7887,25,1
7888,20,1
7889,24,1
7890,24,1
7891,10,1
7892,16,1
7893,34,1
7894,26,1
7895,16,1
7896,28,1
7897,19,1
7898,4,0.999968329
7899,16,1
7900,12,1
7901,19,1
7902,20,1
7903,18,1
7904,38,1
7905,24,1
7906,15,1
7907,23,1
7908,12,1
7909,29,1
7910,21,1
7911,25,1
7912,41,1
7913,32,1
7914,21,1
7915,7,1
7916,18,1
7917,28,1
7918,0,0.5
7919,26,1
7920,46,1
7921,10,1
7922,28,1
7923,27,1
7924,33,1
7925,18,1
7926,28,1
7927,34,1
7928,22,1
7929,19,1
7930,0,0.5
7931,26,1
7932,44,1
7933,49,1
7934,21,1
7935,2,0.977249868
7936,21,1
7937,24,1
7938,21,1
7939,10,1
7940,46,1
7941,32,1
7942,14,1
7943,31,1
7944,44,1
7945,32,1
7946,29,1
7947,37,1
7948,23,1
7949,24,1
7950,20,1
7951,40,1
7952,27,1
7953,33,1
7954,19,1
7955,10,1
7956,20,1
7957,22,1
7958,29,1
7959,33,1
7960,34,1
7961,30,1
7962,23,1
7963,17,1
7964,38,1
7965,36,1
7966,27,1
7967,17,1
7968,37,1
7969,32,1
7970,23,1
7971,18,1
7972,19,1
7973,16,1
7974,28,1
7975,34,1
7976,54,1
7977,16,1
7978,0,0.5
7979,48,1
7980,10,1
7981,19,1
7982,15,1
7983,22,1
7984,30,1
7985,18,1
7986,24,1
7987,12,1
7988,10,1
7989,22,1
7990,35,1
7991,16,1
7992,27,1
7993,21,1
7994,16,1
7995,49,1
7996,25,1
7997,10,1
7998,26,1
7999,24,1
8000,36,1
